episode,reward,steps,delivered,total_time_hours,total_cost,total_risk,path,shipment_type,wall_clock_s,phase
2352,10.99,4,True,120.7,42487.0,0.866,Vadodara -> Ahmedabad -> Indore -> Bhopal -> Jabalpur,perishables,17659.1,2
2353,52.66,1,True,9.9,11396.0,0.02,Bangalore -> Chennai,machinery,17659.2,2
2354,-73.03,2,False,309.5,76892.0,0.515,Thiruvananthapuram -> Kochi -> Bangalore,perishables,17659.4,2
2355,-34.25,7,True,1076.3,145384.0,0.516,Jodhpur -> Udaipur -> Ahmedabad -> Mumbai -> Nagpur -> Hyderabad -> Chennai -> Madurai,textiles,17660.0,2
2356,-46.36,5,False,128.0,57114.0,0.767,Jodhpur -> Udaipur -> Indore -> Bhopal -> Jabalpur -> Nagpur,perishables,17660.5,2
2357,9.16,7,True,624.5,203229.0,0.591,Thiruvananthapuram -> Kochi -> Bangalore -> Hyderabad -> Nagpur -> Bhopal -> Delhi -> Chandigarh,textiles,17661.1,2
2358,32.79,2,True,237.4,43362.0,0.346,Coimbatore -> Bangalore -> Pune,fmcg,17661.2,2
2359,-1.53,7,True,749.4,126110.0,1.627,Mangalore -> Hubli -> Bangalore -> Chennai -> Visakhapatnam -> Bhubaneswar -> Kolkata -> Guwahati,machinery,17661.9,2
2360,-48.32,3,False,163.0,39148.0,0.43,Mysore -> Bangalore -> Hyderabad -> Visakhapatnam,perishables,17662.1,2
2361,-1.48,3,True,610.7,73350.0,0.413,Pune -> Bangalore -> Hubli -> Mangalore,textiles,17662.4,2
2362,48.19,1,True,52.2,19246.0,0.03,Chennai -> Visakhapatnam,fmcg,17662.5,2
2363,54.78,2,True,24.0,23524.0,0.227,Kanpur -> Delhi -> Chandigarh,machinery,17662.7,2
2364,37.96,3,True,224.2,50102.0,0.226,Hubli -> Bangalore -> Chennai -> Visakhapatnam,textiles,17663.0,2
2365,42.5,2,True,139.8,45472.0,0.311,Kolkata -> Ranchi -> Varanasi,machinery,17663.1,2
2366,43.67,3,True,166.1,54379.0,0.175,Lucknow -> Delhi -> Bhopal -> Jabalpur,textiles,17663.4,2
2367,52.32,2,True,49.3,20240.0,0.28,Lucknow -> Kanpur -> Varanasi,perishables,17663.6,2
2368,-8.37,4,True,714.7,89160.0,0.454,Kanpur -> Delhi -> Bhopal -> Nagpur -> Mumbai,textiles,17663.9,2
2369,9.08,4,True,128.7,50899.0,0.802,Ahmedabad -> Jaipur -> Delhi -> Kanpur -> Varanasi,perishables,17664.3,2
2370,-50.86,3,False,175.6,57184.0,1.069,Amritsar -> Ludhiana -> Delhi -> Bhopal,perishables,17664.6,2
2371,42.65,3,True,173.2,62288.0,0.321,Gwalior -> Bhopal -> Nagpur -> Hyderabad,machinery,17664.9,2
2372,55.12,2,True,21.5,21525.0,0.171,Raipur -> Jabalpur -> Bhopal,machinery,17665.1,2
2373,-52.03,2,False,160.4,34829.0,0.812,Raipur -> Nagpur -> Hyderabad,perishables,17665.3,2
2374,-4.86,3,True,651.9,47320.0,0.498,Gwalior -> Agra -> Lucknow -> Patna,textiles,17665.6,3
2375,3.4,7,True,610.4,277564.0,0.462,Agra -> Gwalior -> Bhopal -> Jabalpur -> Nagpur -> Hyderabad -> Chennai -> Madurai,textiles,17666.2,3
2376,25.98,3,True,327.4,44650.0,0.656,Jodhpur -> Jaipur -> Ahmedabad -> Vadodara,fmcg,17666.5,3
2377,-20.26,2,True,295.0,25874.0,0.899,Rajkot -> Ahmedabad -> Jaipur,perishables,17666.7,3
2378,-82.94,5,True,967.2,67232.0,3.268,Pune -> Nashik -> Ahmedabad -> Indore -> Bhopal -> Jabalpur,electronics,17667.1,3
2379,40.47,2,True,154.0,57309.0,0.824,Mumbai -> Surat -> Rajkot,pharmaceuticals,17667.3,3
2380,-32.32,1,True,360.3,29346.0,0.401,Visakhapatnam -> Hyderabad,perishables,17667.4,3
2381,34.02,3,True,236.3,55865.0,1.631,Mumbai -> Pune -> Bangalore -> Mysore,pharmaceuticals,17667.7,3
2382,5.5,4,True,151.3,49679.0,0.814,Bhopal -> Nagpur -> Hyderabad -> Bangalore -> Mysore,perishables,17668.0,3
2383,-79.93,1,False,342.9,28475.0,0.317,Ahmedabad -> Mumbai,perishables,17668.1,3
2384,45.59,2,True,103.5,35375.0,0.691,Pune -> Bangalore -> Coimbatore,perishables,17668.3,3
2385,-76.93,6,False,442.4,103944.0,0.807,Amritsar -> Ludhiana -> Chandigarh -> Delhi -> Jaipur -> Ahmedabad -> Mumbai,fmcg,17668.9,3
2386,-4.28,7,True,628.9,120339.0,1.558,Madurai -> Coimbatore -> Chennai -> Hyderabad -> Visakhapatnam -> Bhubaneswar -> Ranchi -> Kolkata,machinery,17669.5,3
2387,48.91,3,True,68.0,33408.0,0.591,Lucknow -> Agra -> Gwalior -> Bhopal,electronics,17669.8,3
2388,-67.72,3,False,336.7,51642.0,1.044,Udaipur -> Jodhpur -> Jaipur -> Delhi,pharmaceuticals,17670.1,3
2389,25.9,3,True,328.3,61499.0,0.426,Visakhapatnam -> Hyderabad -> Nagpur -> Jabalpur,fmcg,17670.3,3
2390,-50.08,3,False,168.5,40702.0,1.116,Visakhapatnam -> Hyderabad -> Nagpur -> Bhopal,perishables,17670.6,3
2391,52.47,3,True,80.9,27773.0,1.226,Agra -> Delhi -> Jaipur -> Jodhpur,pharmaceuticals,17670.9,3
2392,7.15,7,True,603.5,173262.0,0.601,Coimbatore -> Bangalore -> Hyderabad -> Nagpur -> Bhopal -> Delhi -> Lucknow -> Agra,textiles,19124.3,3
2393,40.98,4,True,219.9,80131.0,1.262,Agra -> Delhi -> Jaipur -> Ahmedabad -> Mumbai,electronics,19124.6,3
2394,-53.66,2,False,175.8,23241.0,0.641,Bhopal -> Indore -> Udaipur,perishables,19124.8,3
2395,40.82,2,True,165.4,11949.0,0.576,Coimbatore -> Kochi -> Thiruvananthapuram,fmcg,19125.0,3
2396,31.51,1,True,218.1,17226.0,0.338,Jaipur -> Indore,machinery,19125.1,3
2397,-63.93,4,True,844.7,80348.0,2.307,Rajkot -> Ahmedabad -> Nashik -> Pune -> Bangalore,electronics,19125.5,3
2398,35.3,3,True,246.7,62629.0,0.285,Jabalpur -> Bhopal -> Delhi -> Ludhiana,machinery,19125.7,3
2399,-112.81,4,False,750.6,67516.0,0.743,Ranchi -> Patna -> Varanasi -> Kanpur -> Delhi,fmcg,19126.1,3
2400,40.52,1,True,127.6,12497.0,0.703,Coimbatore -> Madurai,electronics,19126.2,3
2401,32.53,3,True,249.0,138714.0,0.801,Varanasi -> Kanpur -> Delhi -> Ludhiana,electronics,19130.2,3
2402,-86.54,2,False,505.6,32856.0,0.352,Thiruvananthapuram -> Kochi -> Bangalore,fmcg,19130.4,3
2403,-52.85,5,True,721.6,258796.0,2.0,Lucknow -> Delhi -> Jaipur -> Ahmedabad -> Mumbai -> Pune,electronics,19130.9,3
2404,-47.45,3,False,135.8,121951.0,0.351,Hubli -> Bangalore -> Hyderabad -> Nagpur,perishables,19131.2,3
2405,-65.21,3,False,314.1,63793.0,1.558,Visakhapatnam -> Chennai -> Madurai -> Mysore,pharmaceuticals,19131.5,3
2406,-58.94,2,False,202.0,52003.0,0.634,Madurai -> Chennai -> Hyderabad,perishables,19131.7,3
2407,48.53,1,True,51.5,5170.0,0.326,Lucknow -> Kanpur,perishables,19131.8,3
2408,-56.06,2,False,190.6,30456.0,1.07,Chandigarh -> Delhi -> Jaipur,perishables,19132.0,3
2409,-54.09,1,False,148.1,36922.0,0.077,Jaipur -> Ahmedabad,perishables,19132.1,3
2410,42.79,3,True,176.1,42507.0,0.633,Lucknow -> Delhi -> Jaipur -> Jodhpur,electronics,19132.4,3
2411,51.89,1,True,15.5,15862.0,0.163,Delhi -> Lucknow,electronics,19132.5,3
2412,49.55,3,True,111.8,37900.0,0.274,Raipur -> Jabalpur -> Bhopal -> Gwalior,textiles,19132.8,3
2413,-48.14,2,False,130.9,43231.0,0.391,Chandigarh -> Delhi -> Bhopal,perishables,19133.0,3
2414,46.89,2,True,96.1,27501.0,1.345,Varanasi -> Patna -> Kolkata,pharmaceuticals,19133.1,3
2415,23.88,4,True,393.1,79001.0,0.869,Rajkot -> Surat -> Mumbai -> Pune -> Bangalore,machinery,19133.5,3
2416,-48.03,4,True,627.5,59110.0,0.669,Bhopal -> Jabalpur -> Nagpur -> Hyderabad -> Bangalore,fmcg,19133.9,3
2417,32.3,3,True,257.3,120734.0,0.704,Indore -> Jaipur -> Delhi -> Ludhiana,machinery,19134.2,3
2418,-32.27,5,True,974.1,143140.0,1.126,Gwalior -> Agra -> Lucknow -> Patna -> Kolkata -> Guwahati,machinery,19134.6,3
2419,-161.38,5,False,1299.9,192060.0,2.409,Delhi -> Bhopal -> Nagpur -> Hyderabad -> Bangalore -> Kochi,electronics,19135.1,3
2420,-7.4,4,True,706.7,84314.0,0.393,Visakhapatnam -> Hyderabad -> Nagpur -> Mumbai -> Surat,textiles,19135.4,3
2421,11.56,6,True,533.4,88587.0,2.561,Guwahati -> Kolkata -> Patna -> Varanasi -> Kanpur -> Delhi -> Jaipur,electronics,19135.9,3
2422,-60.98,2,False,224.4,49027.0,0.794,Agra -> Delhi -> Jaipur,perishables,19136.1,3
2423,-73.35,5,False,391.6,55823.0,0.691,Nagpur -> Bhopal -> Gwalior -> Agra -> Kanpur -> Varanasi,fmcg,19136.6,3
2424,6.91,2,True,495.0,48122.0,0.303,Mumbai -> Nagpur -> Hyderabad,textiles,19136.9,3
2425,0.13,8,True,730.3,115120.0,0.775,Jodhpur -> Udaipur -> Indore -> Bhopal -> Nagpur -> Hyderabad -> Bangalore -> Kochi -> Thiruvananthapuram,textiles,19137.5,3
2426,37.84,2,True,190.5,30330.0,0.398,Mumbai -> Ahmedabad -> Indore,machinery,19137.7,3
2427,41.82,3,True,168.4,106003.0,0.306,Varanasi -> Ranchi -> Bhubaneswar -> Visakhapatnam,fmcg,19138.0,3
2428,39.3,2,True,180.7,14316.0,0.39,Jodhpur -> Udaipur -> Ahmedabad,textiles,19138.2,3
2429,29.96,3,True,302.9,53010.0,0.311,Varanasi -> Ranchi -> Bhubaneswar -> Raipur,textiles,19138.5,3
2430,11.9,5,True,543.1,91406.0,1.663,Coimbatore -> Chennai -> Visakhapatnam -> Bhubaneswar -> Kolkata -> Guwahati,electronics,19139.0,3
2431,-54.82,1,False,157.8,11017.0,0.507,Bhubaneswar -> Ranchi,perishables,19139.1,3
2432,30.3,1,True,228.9,21984.0,0.301,Ranchi -> Kolkata,fmcg,19139.2,3
2433,-72.29,3,False,399.2,81700.0,0.578,Ranchi -> Bhubaneswar -> Visakhapatnam -> Chennai,fmcg,19139.4,3
2434,-66.32,1,False,241.7,20122.0,0.584,Varanasi -> Kanpur,perishables,19139.6,3
2435,38.91,3,True,213.6,51207.0,0.377,Kanpur -> Varanasi -> Ranchi -> Bhubaneswar,fmcg,19139.8,3
2436,21.91,6,True,476.0,116206.0,1.998,Mysore -> Bangalore -> Hyderabad -> Visakhapatnam -> Bhubaneswar -> Kolkata -> Guwahati,electronics,19140.4,3
2437,32.88,4,True,261.5,54684.0,0.656,Jabalpur -> Bhopal -> Gwalior -> Agra -> Kanpur,machinery,19140.7,3
2438,2.61,2,True,123.8,46045.0,0.599,Lucknow -> Patna -> Kolkata,perishables,19140.9,3
2439,30.08,2,True,265.2,24278.0,1.334,Chennai -> Coimbatore -> Kochi,electronics,19141.1,3
2440,-74.16,4,False,369.3,67233.0,0.859,Amritsar -> Ludhiana -> Delhi -> Jaipur -> Ahmedabad,perishables,19141.5,3
2441,-53.28,2,False,120.3,91523.0,0.576,Ludhiana -> Chandigarh -> Delhi,perishables,19141.7,3
2442,-39.48,5,True,1060.5,103820.0,0.632,Hubli -> Bangalore -> Pune -> Nashik -> Ahmedabad -> Jaipur,textiles,19142.1,3
2443,-62.3,2,False,211.6,158030.0,0.288,Surat -> Mumbai -> Ahmedabad,perishables,19142.3,3
2444,-39.15,2,True,417.7,126951.0,0.906,Vadodara -> Ahmedabad -> Nashik,perishables,19142.5,3
2445,-61.05,4,False,208.1,47713.0,1.003,Varanasi -> Kanpur -> Agra -> Gwalior -> Bhopal,perishables,19142.8,3
2446,-7.2,4,True,679.7,166664.0,0.462,Madurai -> Chennai -> Visakhapatnam -> Bhubaneswar -> Kolkata,textiles,19143.3,3
2447,-83.34,4,False,446.2,54356.0,0.865,Kanpur -> Agra -> Gwalior -> Bhopal -> Nagpur,fmcg,19143.6,3
2448,-58.83,2,False,210.7,22738.0,0.727,Thiruvananthapuram -> Kochi -> Bangalore,perishables,19143.8,3
2449,49.63,1,True,35.3,20461.0,0.443,Bhopal -> Gwalior,electronics,19143.9,3
2450,-52.96,2,False,132.3,29041.0,0.497,Madurai -> Mysore -> Bangalore,perishables,19144.1,3
2451,-97.96,4,False,549.6,61172.0,1.602,Varanasi -> Patna -> Ranchi -> Bhubaneswar -> Raipur,pharmaceuticals,19144.8,3
2452,35.21,2,True,194.7,74810.0,1.274,Kochi -> Coimbatore -> Madurai,pharmaceuticals,19144.9,3
2453,-67.9,1,False,251.4,32236.0,0.446,Mumbai -> Ahmedabad,perishables,19145.1,3
2454,45.38,3,True,145.0,66963.0,0.225,Bhubaneswar -> Visakhapatnam -> Hyderabad -> Bangalore,pharmaceuticals,19145.3,3
2455,49.19,1,True,42.3,14455.0,0.302,Ahmedabad -> Mumbai,perishables,19145.4,3
2456,32.75,4,True,313.0,47050.0,1.069,Varanasi -> Kanpur -> Delhi -> Jaipur -> Jodhpur,machinery,19145.8,3
2457,7.31,3,True,512.5,86889.0,1.57,Coimbatore -> Chennai -> Visakhapatnam -> Bhubaneswar,electronics,19146.1,3
2458,-74.96,3,False,430.2,57357.0,0.484,Varanasi -> Kanpur -> Delhi -> Bhopal,fmcg,19146.4,3
2459,48.39,4,True,158.5,55060.0,0.217,Kanpur -> Varanasi -> Ranchi -> Bhubaneswar -> Visakhapatnam,textiles,19146.7,3
2460,-60.59,6,True,829.8,111889.0,2.893,Madurai -> Coimbatore -> Chennai -> Hyderabad -> Nagpur -> Bhopal -> Delhi,electronics,19147.2,3
2461,49.36,1,True,36.8,29685.0,0.139,Ahmedabad -> Jaipur,electronics,19147.3,3
2462,-52.24,5,False,274.6,71168.0,1.739,Amritsar -> Ludhiana -> Delhi -> Bhopal -> Nagpur -> Hyderabad,pharmaceuticals,19147.8,3
2463,-114.54,3,False,810.7,46633.0,1.82,Gwalior -> Bhopal -> Nagpur -> Hyderabad,electronics,19148.2,3
2464,13.66,2,True,429.6,39501.0,0.385,Raipur -> Nagpur -> Mumbai,machinery,19148.3,3
2465,52.09,1,True,16.2,9213.0,0.021,Jabalpur -> Bhopal,machinery,19148.4,3
2466,-76.2,9,True,1419.6,160216.0,0.863,Indore -> Jaipur -> Delhi -> Bhopal -> Nagpur -> Hyderabad -> Bangalore -> Coimbatore -> Kochi -> Thiruvananthapuram,textiles,19149.2,3
2467,-58.89,3,False,270.7,40488.0,1.799,Mysore -> Bangalore -> Hyderabad -> Nagpur,pharmaceuticals,19149.5,3
2468,32.6,2,True,244.6,27763.0,0.22,Lucknow -> Delhi -> Chandigarh,textiles,19149.7,3
2469,36.71,3,True,242.2,27489.0,0.485,Vadodara -> Ahmedabad -> Indore -> Bhopal,textiles,19150.0,3
2470,48.48,2,True,89.0,17117.0,0.228,Jaipur -> Delhi -> Ludhiana,textiles,19150.2,3
2471,-49.72,3,False,132.0,51163.0,0.493,Bhopal -> Nagpur -> Hyderabad -> Chennai,perishables,19150.4,3
2472,-67.65,1,False,251.8,21752.0,0.431,Delhi -> Kanpur,perishables,19150.5,3
2473,34.88,3,True,199.2,70573.0,0.158,Hyderabad -> Chennai -> Bangalore -> Pune,textiles,19150.8,3
2474,-3.14,2,True,170.7,23141.0,0.895,Agra -> Delhi -> Ludhiana,perishables,19151.0,3
2475,40.88,4,True,227.8,58864.0,1.158,Kolkata -> Patna -> Lucknow -> Delhi -> Ludhiana,electronics,19151.3,3
2476,51.14,1,True,24.7,8242.0,0.287,Kanpur -> Agra,pharmaceuticals,19151.4,3
2477,-60.12,2,False,245.0,56170.0,1.307,Amritsar -> Ludhiana -> Delhi,pharmaceuticals,19151.6,3
2478,51.97,2,True,51.6,26130.0,0.17,Jaipur -> Jodhpur -> Udaipur,fmcg,19151.8,3
2479,46.59,1,True,68.5,9220.0,0.571,Mumbai -> Pune,perishables,19151.9,3
2480,-15.87,6,True,384.2,116378.0,0.582,Bhubaneswar -> Visakhapatnam -> Hyderabad -> Nagpur -> Mumbai -> Surat -> Rajkot,fmcg,19152.4,3
2481,45.3,2,True,101.9,76205.0,0.44,Chennai -> Bangalore -> Pune,electronics,19152.6,3
2482,-64.42,4,False,261.5,215635.0,1.478,Bangalore -> Hyderabad -> Nagpur -> Jabalpur -> Bhopal,pharmaceuticals,19153.0,3
2483,38.69,2,True,178.2,44932.0,0.29,Hyderabad -> Bangalore -> Pune,machinery,19153.2,3
2484,-29.4,3,True,423.2,46945.0,0.559,Hyderabad -> Bangalore -> Coimbatore -> Kochi,fmcg,19153.4,3
2485,33.6,4,True,296.4,65969.0,1.557,Jaipur -> Delhi -> Bhopal -> Jabalpur -> Raipur,electronics,19153.8,3
2486,29.96,2,True,213.0,221019.0,0.225,Hyderabad -> Bangalore -> Hubli,machinery,19154.0,3
2487,20.97,1,True,310.1,44115.0,0.103,Nagpur -> Mumbai,fmcg,19154.1,3
2488,36.9,3,True,233.3,53803.0,0.301,Patna -> Kolkata -> Bhubaneswar -> Visakhapatnam,textiles,19154.4,3
2489,-58.96,3,False,272.8,44076.0,1.222,Indore -> Bhopal -> Nagpur -> Hyderabad,pharmaceuticals,19154.7,3
2490,37.48,6,True,331.9,105077.0,0.363,Kolkata -> Patna -> Lucknow -> Delhi -> Jaipur -> Ahmedabad -> Vadodara,textiles,19155.2,3
2491,38.52,2,True,165.9,91446.0,0.304,Lucknow -> Patna -> Varanasi,fmcg,19155.4,3
2492,-53.63,2,False,174.1,29874.0,0.645,Nashik -> Pune -> Bangalore,perishables,19155.6,3
2493,-13.45,1,True,252.9,13468.0,0.686,Mysore -> Mangalore,pharmaceuticals,19155.6,3
2494,38.94,2,True,174.7,48480.0,0.287,Hyderabad -> Bangalore -> Hubli,fmcg,19155.9,3
2495,25.91,5,True,405.0,95034.0,1.479,Pune -> Mumbai -> Ahmedabad -> Jaipur -> Delhi -> Ludhiana,electronics,19156.3,3
2496,29.44,3,True,243.8,256759.0,0.957,Madurai -> Mysore -> Bangalore -> Hubli,electronics,19156.5,3
2497,-81.84,4,False,308.8,99716.0,1.354,Madurai -> Mysore -> Bangalore -> Coimbatore -> Chennai,perishables,19156.9,3
2498,43.85,3,True,162.9,44088.0,1.082,Kanpur -> Delhi -> Jaipur -> Ahmedabad,pharmaceuticals,19157.3,3
2499,46.03,4,True,180.0,60678.0,0.299,Lucknow -> Delhi -> Bhopal -> Nagpur -> Hyderabad,fmcg,19157.7,3
2500,-3.61,7,True,693.3,114699.0,3.96,Ranchi -> Kolkata -> Bhubaneswar -> Visakhapatnam -> Chennai -> Coimbatore -> Kochi -> Thiruvananthapuram,electronics,19158.4,3
2501,-60.11,2,False,253.1,29908.0,0.97,Kolkata -> Bhubaneswar -> Raipur,pharmaceuticals,19162.0,3
2502,-107.81,2,False,646.2,47630.0,1.402,Guwahati -> Kolkata -> Patna,pharmaceuticals,19162.1,3
2503,26.57,3,True,324.8,94237.0,0.256,Ranchi -> Varanasi -> Kanpur -> Delhi,textiles,19162.4,3
2504,28.75,2,True,218.3,238872.0,0.506,Pune -> Mumbai -> Nagpur,electronics,19162.6,3
2505,45.76,2,True,113.9,24570.0,0.211,Mysore -> Madurai -> Chennai,textiles,19162.8,3
2506,-59.8,1,False,189.1,40896.0,0.33,Delhi -> Bhopal,perishables,19162.9,3
2507,-70.77,6,True,1407.0,112877.0,1.369,Udaipur -> Indore -> Bhopal -> Jabalpur -> Raipur -> Bhubaneswar -> Ranchi,machinery,19163.5,3
2508,43.57,2,True,130.6,28390.0,1.03,Agra -> Gwalior -> Bhopal,pharmaceuticals,19163.6,3
2509,-47.04,3,False,151.8,37372.0,0.805,Mysore -> Bangalore -> Chennai -> Visakhapatnam,perishables,19163.9,3
2510,53.55,3,True,72.5,30917.0,0.553,Agra -> Gwalior -> Bhopal -> Indore,machinery,19164.2,3
2511,-126.35,7,False,665.8,95182.0,0.635,Indore -> Bhopal -> Jabalpur -> Raipur -> Nagpur -> Jabalpur -> Raipur -> Bhubaneswar,fmcg,19164.9,3
2512,50.77,1,True,28.1,13316.0,0.045,Coimbatore -> Chennai,fmcg,19165.0,3
2513,40.68,4,True,235.6,52800.0,0.345,Amritsar -> Ludhiana -> Delhi -> Bhopal -> Gwalior,textiles,19165.4,3
2514,48.67,1,True,46.3,11855.0,0.686,Nashik -> Pune,electronics,19165.5,3
2515,24.35,4,True,398.5,46048.0,0.856,Jodhpur -> Udaipur -> Ahmedabad -> Vadodara -> Surat,machinery,19165.9,3
2516,44.22,3,True,153.8,77132.0,0.173,Indore -> Ahmedabad -> Mumbai -> Pune,textiles,19166.1,3
2517,-73.31,2,False,307.0,93495.0,0.99,Patna -> Varanasi -> Kanpur,pharmaceuticals,19166.3,3
2518,-56.6,1,False,168.8,20613.0,0.538,Varanasi -> Kanpur,perishables,19166.4,3
2519,42.12,1,True,112.5,16790.0,0.235,Kanpur -> Agra,electronics,19166.5,3
2520,-13.35,2,True,669.0,141989.0,0.371,Visakhapatnam -> Chennai -> Madurai,machinery,19166.7,3
2521,-51.61,3,True,1113.2,69700.0,0.398,Bangalore -> Pune -> Nashik -> Ahmedabad,textiles,19167.0,3
2522,48.07,2,True,86.3,40258.0,0.183,Bhopal -> Nagpur -> Hyderabad,textiles,19167.2,3
2523,-115.51,5,True,1341.6,173648.0,2.958,Kanpur -> Varanasi -> Ranchi -> Bhubaneswar -> Visakhapatnam -> Chennai,electronics,19167.6,3
2524,-27.52,3,True,397.5,251608.0,0.1,Jaipur -> Ahmedabad -> Mumbai -> Nagpur,fmcg,19167.9,3
2525,9.57,6,True,612.2,96376.0,0.648,Chandigarh -> Delhi -> Bhopal -> Nagpur -> Hyderabad -> Chennai -> Madurai,textiles,19168.4,3
2526,32.67,2,True,228.1,33087.0,1.053,Bhopal -> Indore -> Ahmedabad,pharmaceuticals,19168.6,3
2527,54.31,2,True,31.0,18516.0,0.083,Vadodara -> Surat -> Rajkot,fmcg,19168.9,3
2528,28.3,3,True,306.5,95812.0,0.345,Kolkata -> Bhubaneswar -> Raipur -> Jabalpur,textiles,19169.1,3
2529,46.87,4,True,170.0,65717.0,0.319,Lucknow -> Delhi -> Jaipur -> Ahmedabad -> Rajkot,textiles,19169.5,3
2530,52.61,2,True,47.0,20185.0,0.156,Nashik -> Ahmedabad -> Vadodara,machinery,19169.7,3
2531,-85.35,4,False,542.5,68957.0,0.686,Ranchi -> Varanasi -> Kanpur -> Delhi -> Jaipur,fmcg,19170.0,3
2532,-63.54,3,False,308.4,59727.0,1.139,Ludhiana -> Delhi -> Lucknow -> Patna,pharmaceuticals,19170.3,3
2533,-49.05,2,True,618.5,31246.0,0.379,Bangalore -> Chennai -> Visakhapatnam,fmcg,19170.5,3
2534,47.57,2,True,48.2,14772.0,0.333,Chandigarh -> Ludhiana -> Delhi,machinery,19170.7,3
2535,-76.3,3,False,434.5,56433.0,0.553,Ranchi -> Patna -> Lucknow -> Agra,fmcg,19171.0,3
2536,-62.56,3,False,242.0,154253.0,0.926,Ahmedabad -> Nashik -> Pune -> Bangalore,perishables,19171.2,3
2537,-100.01,5,False,735.7,102996.0,2.435,Kochi -> Bangalore -> Chennai -> Visakhapatnam -> Bhubaneswar -> Kolkata,electronics,19171.7,3
2538,33.87,5,True,337.8,59925.0,1.099,Udaipur -> Ahmedabad -> Jaipur -> Delhi -> Ludhiana -> Amritsar,machinery,19172.1,3
2539,-39.02,2,True,441.2,18468.0,0.879,Thiruvananthapuram -> Kochi -> Bangalore,perishables,19172.3,3
2540,48.81,2,True,80.8,34263.0,0.16,Ahmedabad -> Mumbai -> Pune,electronics,19172.5,3
2541,-5.98,3,True,661.9,41589.0,1.09,Thiruvananthapuram -> Kochi -> Bangalore -> Mysore,machinery,19172.7,3
2542,43.69,4,True,197.1,62497.0,1.448,Mumbai -> Ahmedabad -> Jaipur -> Delhi -> Ludhiana,electronics,19173.1,3
2543,48.2,1,True,51.2,14063.0,0.511,Chennai -> Madurai,electronics,19173.2,3
2544,40.75,4,True,222.0,87559.0,0.856,Surat -> Mumbai -> Pune -> Bangalore -> Coimbatore,machinery,19173.6,3
2545,-62.48,2,False,228.3,85059.0,0.571,Patna -> Ranchi -> Bhubaneswar,perishables,19173.8,3
2546,-24.94,6,True,944.6,141967.0,0.438,Coimbatore -> Chennai -> Hyderabad -> Nagpur -> Bhopal -> Delhi -> Ludhiana,textiles,19174.3,3
2547,-15.89,5,True,795.1,205596.0,0.419,Coimbatore -> Bangalore -> Pune -> Nashik -> Ahmedabad -> Jaipur,textiles,19174.8,3
2548,45.94,1,True,75.0,16444.0,0.128,Patna -> Kolkata,textiles,19174.9,3
2549,51.97,2,True,50.7,26031.0,0.37,Hyderabad -> Nagpur -> Raipur,machinery,19175.1,3
2550,-58.26,5,False,266.7,124811.0,0.733,Bhopal -> Jabalpur -> Nagpur -> Hyderabad -> Bangalore -> Hubli,pharmaceuticals,19175.5,3
2551,-86.75,4,True,1429.2,313786.0,0.823,Chennai -> Bangalore -> Pune -> Mumbai -> Surat,machinery,19175.9,3
2552,24.25,2,True,313.1,59977.0,1.295,Bhopal -> Nagpur -> Mumbai,electronics,19176.1,3
2553,41.89,3,True,162.0,125750.0,0.278,Bhopal -> Nagpur -> Mumbai -> Pune,fmcg,19176.4,3
2554,51.47,3,True,87.1,58494.0,0.131,Mangalore -> Mysore -> Madurai -> Chennai,textiles,19176.6,3
2555,-61.68,5,True,1256.9,189076.0,0.636,Guwahati -> Kolkata -> Bhubaneswar -> Visakhapatnam -> Chennai -> Coimbatore,textiles,19177.1,3
2556,-102.84,4,False,736.1,83332.0,2.206,Hubli -> Bangalore -> Pune -> Mumbai -> Ahmedabad,electronics,19177.4,3
2557,-267.63,3,False,2217.2,255810.0,1.438,Kolkata -> Bhubaneswar -> Visakhapatnam -> Chennai,electronics,19177.7,3
2558,20.63,3,True,383.4,89446.0,0.691,Bhubaneswar -> Ranchi -> Varanasi -> Kanpur,machinery,19178.0,3
2559,-74.15,2,False,390.5,44501.0,0.444,Ludhiana -> Delhi -> Bhopal,fmcg,19178.2,3
2560,-60.41,1,False,196.9,27027.0,0.287,Lucknow -> Patna,perishables,19178.3,3
2561,-75.58,3,False,411.9,61355.0,0.988,Varanasi -> Kanpur -> Delhi -> Bhopal,pharmaceuticals,19178.5,3
2562,13.34,5,True,542.6,68726.0,0.672,Rajkot -> Surat -> Mumbai -> Nagpur -> Raipur -> Bhubaneswar,textiles,19179.0,3
2563,-39.09,6,True,1038.0,291370.0,1.107,Thiruvananthapuram -> Kochi -> Bangalore -> Hyderabad -> Nagpur -> Bhopal -> Gwalior,machinery,20635.9,3
2564,-123.71,5,False,726.0,107515.0,2.007,Jaipur -> Ahmedabad -> Mumbai -> Nashik -> Ahmedabad -> Mumbai,electronics,20636.4,3
2565,5.17,7,True,587.3,240290.0,2.844,Thiruvananthapuram -> Kochi -> Coimbatore -> Chennai -> Hyderabad -> Nagpur -> Bhopal -> Gwalior,electronics,20636.9,3
2566,-100.62,4,False,722.9,83513.0,1.202,Thiruvananthapuram -> Kochi -> Bangalore -> Hyderabad -> Nagpur,electronics,20637.3,3
2567,35.56,2,True,216.7,20336.0,0.315,Gwalior -> Agra -> Lucknow,textiles,20637.5,3
